SKU_COD,MODEL_COD,BRAND_DES,MD_SKU_STATUS_COD,PRODUCT_TYPE_COD,COLOR,COLOR_FAMILY_1_DES,ZLENSCODE,filename_root,USERGENDER_DES,CTM_FIRST_FRONT_MATERIAL_DES,SHAPE_SEMI_GROUPED,GRANULAR_SHAPE_AWS,CTM_FIRST_TEMPLE_MATERIAL_DES,FlatTop_FlatTop_1,SIZE_COD,LENSHEIGHTVAL,BRIDGE_LENGTH,LENS_BASE,RIM_TYPE_DES
100035FG45217,100035,JUICY COUTURE,IL,1,FG4,BW,00,1000350FG400,WOMAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,52,39.4,17,6,FULL RIM
100046WR75217,100046,JUICY COUTURE,IL,1,WR7,BK,00,1000460WR700,WOMAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,52,41.3,17,4,FULL RIM
100075PJP5417,100075,TOMMY HILFIGER,IL,1,PJP,BL,00,1000750PJP00,MAN,METAL,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,54,32.0,17,6,FULL RIM
100138OO45215,100138,KATE SPADE,IL,1,OO4,HV,00,1001380OO400,WOMAN,ACETATE,SQUARETANGULAR_SOFT,RECTANGULAR ROUND,ACETATE,NOFLATTOP,52,43.2,15,4,FULL RIM
100140AJH5236,100140,KATE SPADE,IL,1,AJH,OR,00,1001400AJH00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,52,31.6,16,4,FULL RIM
100140U1F5236,100140,KATE SPADE,IL,1,U1F,BL,00,1001400U1F00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,52,31.6,16,4,FULL RIM
100140U1F5436,100140,KATE SPADE,IL,1,U1F,BL,00,1001400U1F00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,54,32.8,16,4,FULL RIM
100140WR75016,100140,KATE SPADE,IL,1,WR7,BK,00,1001400WR700,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,50,30.4,16,4,FULL RIM
100140WR75236,100140,KATE SPADE,IL,1,WR7,BK,00,1001400WR700,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,52,31.6,16,4,FULL RIM
100140WR75436,100140,KATE SPADE,IL,1,WR7,BK,00,1001400WR700,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,54,32.8,16,4,FULL RIM
100203WR74919,100203,KATE SPADE,IL,1,WR7,BK,00,1002030WR700,WOMAN,METAL,ROUNDISH,PANTOS,ACETATE,NOFLATTOP,49,44.5,19,3,FULL RIM
100239LWP5316,100239,MARC JACOBS,IL,1,LWP,CR,00,1002390LWP00,WOMAN,ACETATE,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,53,37.1,16,4,FULL RIM
100343IPR5317,100343,POLAROID,IL,1,IPR,HV,00,1003430IPR00,WOMAN,ACETATE,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,53,38.0,17,4,FULL RIM
100407PJP5517,100407,CARRERA,IL,1,PJP,BL,00,1004070PJP00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,55,38.1,17,4,FULL RIM
100417JBW5116,100417,KATE SPADE,IL,1,JBW,BL,00,1004170JBW00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,51,35.0,16,6,HALF RIM
100417JBW5316,100417,KATE SPADE,IL,1,JBW,BL,00,1004170JBW00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,53,36.3,16,6,HALF RIM
100417WR75116,100417,KATE SPADE,IL,1,WR7,BK,00,1004170WR700,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,51,35.0,16,6,HALF RIM
100417WR75316,100417,KATE SPADE,IL,1,WR7,BK,00,1004170WR700,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,53,36.3,16,6,HALF RIM
100417WR95116,100417,KATE SPADE,IL,1,WR9,BW,00,1004170WR900,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,51,35.0,16,6,HALF RIM
100417WR95316,100417,KATE SPADE,IL,1,WR9,BW,00,1004170WR900,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,53,36.3,16,6,HALF RIM
100701DLD5121,100701,SEVENTH STREET,NF,1,DLD,GN,00,1007010DLD00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,51,28.3,21,4,FULL RIM
100735FY65317,100735,JUICY COUTURE,IL,1,FY6,HV,00,1007350FY600,WOMAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,53,37.6,17,4,FULL RIM
100773INA5116,100773,KATE SPADE,IL,1,INA,BK,00,1007730INA00,WOMAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,51,40.9,16,4,FULL RIM
100785XLT5118,100785,KATE SPADE,NF,1,XLT,HV,00,1007850XLT00,WOMAN,ACETATE,OVAL,RECTANGULAR OVAL,ACETATE,NOFLATTOP,51,36.5,18,3,FULL RIM
100785YDC5118,100785,KATE SPADE,NF,1,YDC,BU,00,1007850YDC00,WOMAN,ACETATE,OVAL,RECTANGULAR OVAL,ACETATE,NOFLATTOP,51,36.5,18,3,FULL RIM
101017J5G5320,101017,MARC JACOBS,NF,1,J5G,GD,00,1010170J5G00,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,53,48.4,20,4,FULL RIM
101045PJP5618,101045,TOMMY HILFIGER,IL,1,PJP,BL,00,1010450PJP00,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,56,36.7,18,6,FULL RIM
101045R805418,101045,TOMMY HILFIGER,IL,1,R80,GY,00,1010450R8000,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,54,35.4,18,6,FULL RIM
101045R805618,101045,TOMMY HILFIGER,IL,1,R80,GY,00,1010450R8000,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,56,36.7,18,6,FULL RIM
101055WR75416,101055,MARC JACOBS,IL,1,WR7,BK,00,1010550WR700,WOMAN,ACETATE,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,54,37.6,16,4,FULL RIM
101132PJP5417,101132,MOSCHINO LOVE,IL,1,PJP,BL,00,1011320PJP00,WOMAN,ACETATE,CAT_EYE,CAT EYE,METAL,NOFLATTOP,54,43.0,17,4,FULL RIM
101132SK85417,101132,MOSCHINO LOVE,IL,1,SK8,GN,00,1011320SK800,WOMAN,ACETATE,CAT_EYE,CAT EYE,METAL,NOFLATTOP,54,44.55454545454545,17,4,FULL RIM
101162YL35738,101162,CHESTERFIELD,IL,1,YL3,BW,00,1011620YL300,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,57,37.6,18,4,FULL RIM
101253W664615,101253,JUICY COUTURE,IL,1,W66,PK,00,1012530W6600,TEEN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,46,34.0,15,4,FULL RIM
101253W664815,101253,JUICY COUTURE,IL,1,W66,PK,00,1012530W6600,TEEN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,48,35.5,15,4,FULL RIM
101293KJ15418,101293,PIERRE CARDIN,NF,1,KJ1,GY,00,1012930KJ100,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,54,34.0,18,4,FULL RIM
101294R815616,101294,PIERRE CARDIN,NF,1,R81,GY,00,1012940R8100,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,56,37.2,16,4,FULL RIM
101299R6S4816,101299,POLAROID KIDS,IL,1,R6S,GY,00,1012990R6S00,TEEN,INJECTED,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,48,35.7,16,4,FULL RIM
101300D514518,101300,POLAROID KIDS,IL,1,D51,BK,00,1013000D5100,TEEN,INJECTED,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,45,39.5,18,4,FULL RIM
101300MNG4518,101300,POLAROID KIDS,IL,1,MNG,CR,00,1013000MNG00,TEEN,INJECTED,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,45,40.57142857142857,18,4,FULL RIM
101300O634518,101300,POLAROID KIDS,IL,1,O63,HV,00,1013000O6300,TEEN,INJECTED,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,45,39.5,18,4,FULL RIM
101300RNB4518,101300,POLAROID KIDS,IL,1,RNB,BL,00,1013000RNB00,TEEN,INJECTED,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,45,39.5,18,4,FULL RIM
101329INA5216,101329,KATE SPADE,IL,1,INA,BK,00,1013290INA00,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,ACETATE,NOFLATTOP,52,36.1,16,4,FULL RIM
101329KL35016,101329,KATE SPADE,IL,1,KL3,HV,00,1013290KL300,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,ACETATE,NOFLATTOP,50,34.5,16,4,FULL RIM
101329KL35216,101329,KATE SPADE,IL,1,KL3,HV,00,1013290KL300,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,ACETATE,NOFLATTOP,52,36.1,16,4,FULL RIM
101329KL35416,101329,KATE SPADE,IL,1,KL3,HV,00,1013290KL300,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,ACETATE,NOFLATTOP,54,37.7,16,4,FULL RIM
101329OO45016,101329,KATE SPADE,IL,1,OO4,HV,00,1013290OO400,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,ACETATE,NOFLATTOP,50,34.5,16,4,FULL RIM
101329OO45216,101329,KATE SPADE,IL,1,OO4,HV,00,1013290OO400,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,ACETATE,NOFLATTOP,52,36.1,16,4,FULL RIM
101329OO45416,101329,KATE SPADE,IL,1,OO4,HV,00,1013290OO400,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,ACETATE,NOFLATTOP,54,37.7,16,4,FULL RIM
101331JBW5216,101331,KATE SPADE,IL,1,JBW,BL,00,1013310JBW00,WOMAN,METAL,CAT_EYE,RECTANGULAR TRIANGULAR,ACETATE,NOFLATTOP,52,39.3,16,4,FULL RIM
101332INA5117,101332,KATE SPADE,IL,1,INA,BK,00,1013320INA00,WOMAN,METAL,OVAL,RECTANGULAR OVAL,ACETATE,NOFLATTOP,51,33.6,17,4,FULL RIM
101332JBW5117,101332,KATE SPADE,IL,1,JBW,BL,00,1013320JBW00,WOMAN,METAL,OVAL,RECTANGULAR OVAL,ACETATE,NOFLATTOP,51,33.6,17,4,FULL RIM
101385U1F5315,101385,JUICY COUTURE,NF,1,U1F,BL,00,1013850U1F00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,METAL,NOFLATTOP,53,40.8,15,6,FULL RIM
101435H0H5115,101435,FOSSIL,IL,1,H0H,HV,00,1014350H0H00,WOMAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,51,38.6,15,4,FULL RIM
101435H0H5315,101435,FOSSIL,IL,1,H0H,HV,00,1014350H0H00,WOMAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,53,40.1,15,4,FULL RIM
101436FRE5016,101436,FOSSIL,IL,1,FRE,GY,00,1014360FRE00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,51,38.5,16,6,FULL RIM
101436FRE5216,101436,FOSSIL,IL,1,FRE,GY,00,1014360FRE00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,53,40.0,16,6,FULL RIM
101438HT85416,101438,KATE SPADE,IL,1,HT8,PK,00,1014380HT800,WOMAN,ACETATE,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,54,40.2,16,4,FULL RIM
101439B3V5117,101439,KATE SPADE,IL,1,B3V,VL,00,1014390B3V00,WOMAN,METAL,CAT_EYE,RECTANGULAR TRIANGULAR,METAL,NOFLATTOP,51,37.2,17,4,FULL RIM
101439B3V5317,101439,KATE SPADE,IL,1,B3V,VL,00,1014390B3V00,WOMAN,METAL,CAT_EYE,RECTANGULAR TRIANGULAR,METAL,NOFLATTOP,53,38.6,17,4,FULL RIM
101439LHF5117,101439,KATE SPADE,IL,1,LHF,BU,00,1014390LHF00,WOMAN,METAL,CAT_EYE,RECTANGULAR TRIANGULAR,METAL,NOFLATTOP,51,37.2,17,4,FULL RIM
101439LHF5317,101439,KATE SPADE,IL,1,LHF,BU,00,1014390LHF00,WOMAN,METAL,CAT_EYE,RECTANGULAR TRIANGULAR,METAL,NOFLATTOP,53,38.6,17,4,FULL RIM
101439PJP5117,101439,KATE SPADE,IL,1,PJP,BL,00,1014390PJP00,WOMAN,METAL,CAT_EYE,RECTANGULAR TRIANGULAR,METAL,NOFLATTOP,51,37.2,17,4,FULL RIM
101439PJP5317,101439,KATE SPADE,IL,1,PJP,BL,00,1014390PJP00,WOMAN,METAL,CAT_EYE,RECTANGULAR TRIANGULAR,METAL,NOFLATTOP,53,38.6,17,4,FULL RIM
101542ETJ4816,101542,LIZ CLAIBORNE,NF,1,ETJ,BK,00,1015420ETJ00,WOMAN,ACETATE,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,48,33.5,16,5,FULL RIM
101542ETJ5016,101542,LIZ CLAIBORNE,NF,1,ETJ,BK,00,1015420ETJ00,WOMAN,ACETATE,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,50,34.9,16,5,FULL RIM
101542HMV4816,101542,LIZ CLAIBORNE,NF,1,HMV,HV,00,1015420HMV00,WOMAN,ACETATE,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,48,33.5,16,5,FULL RIM
101542HMV5016,101542,LIZ CLAIBORNE,NF,1,HMV,HV,00,1015420HMV00,WOMAN,ACETATE,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,ACETATE,NOFLATTOP,50,34.9,16,5,FULL RIM
101548R805518,101548,CARRERA,IL,1,R80,GY,00,1015480R8000,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,55,38.1,18,6,FULL RIM
101561BLX5518,101561,HUGO,IL,1,BLX,BK,00,1015610BLX00,MAN,METAL,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,55,34.8,18,4,FULL RIM
101565AVS5217,101565,HUGO,NF,1,AVS,BL,00,1015650AVS00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,52,38.1,17,4,FULL RIM
101566OIT5416,101566,HUGO,IL,1,OIT,BK,00,1015660OIT00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,54,35.5,17,4,FULL RIM
101586AVS5121,101586,SEVENTH STREET,NF,1,AVS,BL,00,1015860AVS00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,51,24.9,21,4,FULL RIM
101586C9A5121,101586,SEVENTH STREET,NF,1,C9A,RD,00,1015860C9A00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,51,32.9,21,4,FULL RIM
101586MVU5121,101586,SEVENTH STREET,NF,1,MVU,AZ,00,1015860MVU00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,51,32.9,21,4,FULL RIM
101586PF35121,101586,SEVENTH STREET,NF,1,PF3,GN,00,1015860PF300,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,51,24.9,21,4,FULL RIM
101620OIT5318,101620,HUGO,NF,1,OIT,BK,00,1016200OIT00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,54,38.3,16,4,FULL RIM
101622FRE5418,101622,HUGO,IL,1,FRE,GY,00,1016220FRE00,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,54,37.4,18,4,FULL RIM
101836R805517,101836,SEVENTH STREET,IL,1,R80,GY,00,1018360R8000,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,55,34.6,17,4,RIMLESS
101837CTL5017,101837,SEVENTH STREET,IL,1,CTL,GY,00,1018370CTL00,MAN,METAL,OVAL,OVAL,METAL,NOFLATTOP,50,43.3,17,4,RIMLESS
101837J5G5017,101837,SEVENTH STREET,IL,1,J5G,GD,00,1018370J5G00,MAN,METAL,OVAL,OVAL,METAL,NOFLATTOP,50,43.3,17,4,RIMLESS
102052RIW5718,102052,HUGO BOSS,IL,1,RIW,GY,00,1020520RIW00,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,57,38.5,18,4,FULL RIM
102064OXZ5837,102064,CHESTERFIELD,IL,1,OXZ,BL,00,1020640OXZ00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,58,39.7,17,4,FULL RIM
102081S9E4721,102081,TOMMY HILFIGER,IL,1,S9E,GD,00,1020810S9E00,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,47,42.6,21,4,FULL RIM
102085DDB5316,102085,TOMMY HILFIGER,IL,1,DDB,GD,00,1020850DDB00,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,53,48.2,16,4,FULL RIM
102087ECJ5317,102087,TOMMY HILFIGER,IL,1,ECJ,BL,00,1020870ECJ00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,METAL,NOFLATTOP,53,38.7,17,4,FULL RIM
102087ECJ5517,102087,TOMMY HILFIGER,IL,1,ECJ,BL,00,1020870ECJ00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,METAL,NOFLATTOP,55,40.2,17,4,FULL RIM
102087LKS5317,102087,TOMMY HILFIGER,NF,1,LKS,GD,00,1020870LKS00,WOMAN,METAL,SQUARETANGULAR_FARFANGULAR,RECTANGULAR FARFANGULAR,METAL,NOFLATTOP,53,38.7,17,4,FULL RIM
102096D515516,102096,CARRERA,IL,1,D51,BK,00,1020960D5100,MAN,INJECTED,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,INJECTED,NOFLATTOP,55,35.9,16,4,FULL RIM
102096FLL5516,102096,CARRERA,IL,1,FLL,BL,00,1020960FLL00,MAN,INJECTED,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,INJECTED,NOFLATTOP,55,35.9,16,4,FULL RIM
102099D515417,102099,TOMMY HILFIGER,IL,1,D51,BK,00,1020990D5100,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,54,34.2,17,4,HALF RIM
102099R805417,102099,TOMMY HILFIGER,IL,1,R80,GY,00,1020990R8000,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,54,34.2,17,4,HALF RIM
102103PJP5318,102103,TOMMY HILFIGER,IL,1,PJP,BL,00,1021030PJP00,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,53,38.5,18,4,FULL RIM
102128HGC5516,102128,FOSSIL,IL,1,HGC,BW,00,1021280HGC00,MAN,INJECTED,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,55,34.0,16,4,FULL RIM
102128RCT5516,102128,FOSSIL,IL,1,RCT,BL,00,1021280RCT00,MAN,INJECTED,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,55,34.0,16,4,FULL RIM
102131FLL5217,102131,FOSSIL,NF,1,FLL,BL,00,1021310FLL00,WOMAN,METAL,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,52,44.2,17,4,FULL RIM
102131FRE5217,102131,FOSSIL,IL,1,FRE,GY,00,1021310FRE00,WOMAN,METAL,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,52,44.2,17,4,FULL RIM
102131G3I5217,102131,FOSSIL,NF,1,G3I,VL,00,1021310G3I00,WOMAN,METAL,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,52,44.2,17,4,FULL RIM
102166ATK5418,102166,MARC JACOBS,IL,1,ATK,HV,00,1021660ATK00,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,METAL,NOFLATTOP,54,39.7,18,4,FULL RIM
102166CVT5418,102166,MARC JACOBS,IL,1,CVT,BL,00,1021660CVT00,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,METAL,NOFLATTOP,54,39.7,18,4,FULL RIM
102166ISK5418,102166,MARC JACOBS,IL,1,ISK,HV,00,1021660ISK00,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,METAL,NOFLATTOP,54,39.7,18,4,FULL RIM
102191EYR4919,102191,POLAROID,NF,1,EYR,GD,00,1021910EYR00,UNISEX ADULT,METAL,ROUNDISH,ROUND GEOMETRICAL,METAL,NOFLATTOP,49,42.5,18,4,FULL RIM
102194HZJ5020,102194,POLAROID,NF,1,HZJ,GD,00,1021940HZJ00,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,50,46.0,20,4,FULL RIM
102194RHL5020,102194,POLAROID,NF,1,RHL,GD,00,1021940RHL00,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,50,46.0,20,4,FULL RIM
102254N9P5020,102254,SMITH,IL,1,N9P,HV,00,1022540N9P00,UNISEX ADULT,ACETATE,SQUARETANGULAR_SOFT,RECTANGULAR SOFT,ACETATE,NOFLATTOP,50,41.8,20,4,FULL RIM
102254PHW5020,102254,SMITH,IL,1,PHW,HV,00,1022540PHW00,UNISEX ADULT,ACETATE,SQUARETANGULAR_SOFT,RECTANGULAR SOFT,ACETATE,NOFLATTOP,50,41.8,20,4,FULL RIM
102258RIW5118,102258,HUGO,IL,1,RIW,GY,00,1022580RIW00,MAN,ACETATE,SQUARETANGULAR_SOFT,RECTANGULAR SOFT,ACETATE,NOFLATTOP,51,41.0,18,4,FULL RIM
102259BLX4821,102259,HUGO,IL,1,BLX,BK,00,1022590BLX00,MAN,METAL,ROUNDISH,PANTOS,ACETATE,NOFLATTOP,48,42.6,21,4,FULL RIM
102268PJP5417,102268,HUGO,IL,1,PJP,BL,00,1022680PJP00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,54,36.6,17,4,FULL RIM
102316R805121,102316,HUGO,NF,1,R80,GY,00,1023160R8000,MAN,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,51,46.0,21,4,FULL RIM
102317J5G5519,102317,HUGO,IL,1,J5G,GD,00,1023170J5G00,MAN,METAL,SQUARETANGULAR_DB,SQUARE DB,METAL,NOFLATTOP,55,46.8,19,4,FULL RIM
102322OIT5416,102322,HUGO,IL,1,OIT,BK,00,1023220OIT00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,54,38.4,16,4,FULL RIM
102323FLL5418,102323,HUGO,IL,1,FLL,BL,00,1023230FLL00,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,54,37.4,18,4,FULL RIM
102323FRE5418,102323,HUGO,IL,1,FRE,GY,00,1023230FRE00,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,54,39.260526315789484,18,4,FULL RIM
102402C9B5316,102402,MARC JACOBS,IL,1,C9B,HV,00,1024020C9B00,WOMAN,ACETATE,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,53,36.7,16,4,FULL RIM
102432DDB4720,102432,CARRERA,NF,1,DDB,GD,00,1024320DDB00,TEEN,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,47,41.3,20,2,FULL RIM
102432J5G4720,102432,CARRERA,NF,1,J5G,GD,00,1024320J5G00,TEEN,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,47,41.3,20,2,FULL RIM
102462FL45115,102462,KATE SPADE,IL,1,FL4,CR,00,1024620FL400,WOMAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,51,35.3,15,4,FULL RIM
102465BR05316,102465,KATE SPADE,IL,1,BR0,BL,00,1024650BR000,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,ACETATE,NOFLATTOP,53,42.0,16,4,FULL RIM
102465D515316,102465,KATE SPADE,IL,1,D51,BK,00,1024650D5100,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,ACETATE,NOFLATTOP,53,42.0,16,4,FULL RIM
102469N9P5221,102469,SMITH,IL,1,N9P,HV,00,1024690N9P00,UNISEX ADULT,INJECTED,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,52,43.1,21,6,FULL RIM
102469P655221,102469,SMITH,IL,1,P65,YL,00,1024690P6500,UNISEX ADULT,INJECTED,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,52,43.1,21,6,FULL RIM
102503IPR5316,102503,KATE SPADE,NF,1,IPR,HV,00,1025030IPR00,WOMAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,53,36.8,16,4,FULL RIM
102513PJP5516,102513,TOMMY HILFIGER,IL,1,PJP,BL,00,1025130PJP00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,55,38.98760330578513,16,4,FULL RIM
102514OTG5117,102514,TOMMY HILFIGER,IL,1,OTG,MU,00,1025140OTG00,WOMAN,ACETATE,SQUARETANGULAR_SOFT,RECTANGULAR ROUND,ACETATE,NOFLATTOP,51,43.4,17,4,FULL RIM
102517C9A5219,102517,TOMMY HILFIGER,IL,1,C9A,RD,00,1025170C9A00,WOMAN,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,52,49.3,19,4,FULL RIM
102522CBL5617,102522,CHESTERFIELD,IL,1,CBL,GY,00,1025220CBL00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,OTHER,NOFLATTOP,56,38.2,17,4,FULL RIM
102522CBL5837,102522,CHESTERFIELD,IL,1,CBL,GY,00,1025220CBL00,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,OTHER,NOFLATTOP,58,39.6,17,4,FULL RIM
