SKU_COD,BRAND_DES,MD_SKU_STATUS_COD,PRODUCT_TYPE_COD,COLOR,COLOR_FAMILY_1_DES,ZLENSCODE,MODEL_COD,filename_root,USERGENDER_DES_PRECISE,USERGENDER_DES,CTM_FIRST_FRONT_MATERIAL_DES,CTM_FIRST_TEMPLE_MATERIAL_DES,SIZE_COD,FRONT_LENGTH_VAL,LENSHEIGHTVAL,BRIDGE_LENGTH_VAL,FRONT_HEIGHT_VAL,STARTSKU_DATE,ACT_SKU_PRICE_VAL,MACRO_SHAPE_AWS,GRANULAR_SHAPE_AWS,SHAPE_SEMI_GROUPED,FlatTop_FlatTop_1,browline_browline_1,bridge_Bridge_1,RIM_TYPE_DES
310273WTA5020,POLAROID,IL,K,WTA,BL,00,310273,3102730WTA00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,50,135.6,43.7,18,47.5,2022-08-01,56.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310273WTA5025,POLAROID,IL,K,WTA,BL,00,310273,3102730WTA00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,50,135.6,43.7,18,47.5,2022-08-01,56.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310273WTA5030,POLAROID,IL,K,WTA,BL,00,310273,3102730WTA00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,50,135.6,43.7,18,47.5,2022-08-01,56.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310283C9A5310,POLAROID,IL,3,C9A,RD,00,310283,3102830C9A00,WOMAN,WOMAN,INJECTED,INJECTED,53,136.0,36.9,15,40.2,2022-08-01,36.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310283C9A5315,POLAROID,IL,3,C9A,RD,00,310283,3102830C9A00,WOMAN,WOMAN,INJECTED,INJECTED,53,136.0,36.9,15,40.2,2022-08-01,36.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310283C9A5320,POLAROID,IL,3,C9A,RD,00,310283,3102830C9A00,WOMAN,WOMAN,INJECTED,INJECTED,53,136.0,36.9,15,40.2,2022-08-01,36.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310283C9A5325,POLAROID,IL,3,C9A,RD,00,310283,3102830C9A00,WOMAN,WOMAN,INJECTED,INJECTED,53,136.0,36.9,15,40.2,2022-08-01,36.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310283C9A5330,POLAROID,IL,3,C9A,RD,00,310283,3102830C9A00,WOMAN,WOMAN,INJECTED,INJECTED,53,136.0,36.9,15,40.2,2022-08-01,36.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310283HT85310,POLAROID,IL,3,HT8,PK,00,310283,3102830HT800,WOMAN,WOMAN,INJECTED,INJECTED,53,136.0,36.9,15,40.2,2022-08-01,36.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310283HT85315,POLAROID,IL,3,HT8,PK,00,310283,3102830HT800,WOMAN,WOMAN,INJECTED,INJECTED,53,136.0,36.9,15,40.2,2022-08-01,36.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310283HT85320,POLAROID,IL,3,HT8,PK,00,310283,3102830HT800,WOMAN,WOMAN,INJECTED,INJECTED,53,136.0,36.9,15,40.2,2022-08-01,36.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310283HT85325,POLAROID,IL,3,HT8,PK,00,310283,3102830HT800,WOMAN,WOMAN,INJECTED,INJECTED,53,136.0,36.9,15,40.2,2022-08-01,36.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310283HT85330,POLAROID,IL,3,HT8,PK,00,310283,3102830HT800,WOMAN,WOMAN,INJECTED,INJECTED,53,136.0,36.9,15,40.2,2022-08-01,36.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310284PJP5210,POLAROID,IL,3,PJP,BL,00,310284,3102840PJP00,MAN,MAN,INJECTED,INJECTED,52,136.5,40.1,17,44.0,2022-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310284PJP5215,POLAROID,IL,3,PJP,BL,00,310284,3102840PJP00,MAN,MAN,INJECTED,INJECTED,52,136.5,40.1,17,44.0,2022-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310284PJP5220,POLAROID,IL,3,PJP,BL,00,310284,3102840PJP00,MAN,MAN,INJECTED,INJECTED,52,136.5,40.1,17,44.0,2022-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310284PJP5225,POLAROID,IL,3,PJP,BL,00,310284,3102840PJP00,MAN,MAN,INJECTED,INJECTED,52,136.5,40.1,17,44.0,2022-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310284PJP5230,POLAROID,IL,3,PJP,BL,00,310284,3102840PJP00,MAN,MAN,INJECTED,INJECTED,52,136.5,40.1,17,44.0,2022-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310284R8M5210,POLAROID,IL,3,R8M,AZ,00,310284,3102840R8M00,MAN,MAN,INJECTED,INJECTED,52,136.5,40.1,17,44.0,2022-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310284R8M5215,POLAROID,IL,3,R8M,AZ,00,310284,3102840R8M00,MAN,MAN,INJECTED,INJECTED,52,136.5,40.1,17,44.0,2022-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310284R8M5220,POLAROID,IL,3,R8M,AZ,00,310284,3102840R8M00,MAN,MAN,INJECTED,INJECTED,52,136.5,40.1,17,44.0,2022-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310284R8M5225,POLAROID,IL,3,R8M,AZ,00,310284,3102840R8M00,MAN,MAN,INJECTED,INJECTED,52,136.5,40.1,17,44.0,2022-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310284R8M5230,POLAROID,IL,3,R8M,AZ,00,310284,3102840R8M00,MAN,MAN,INJECTED,INJECTED,52,136.5,40.1,17,44.0,2022-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310285B3V4810,POLAROID,IL,3,B3V,VL,00,310285,3102850B3V00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,132.0,42.2,19,45.1,2022-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310285B3V4815,POLAROID,IL,3,B3V,VL,00,310285,3102850B3V00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,132.0,42.2,19,45.1,2022-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310285B3V4820,POLAROID,IL,3,B3V,VL,00,310285,3102850B3V00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,132.0,42.2,19,45.1,2022-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310285B3V4825,POLAROID,IL,3,B3V,VL,00,310285,3102850B3V00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,132.0,42.2,19,45.1,2022-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310285B3V4830,POLAROID,IL,3,B3V,VL,00,310285,3102850B3V00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,132.0,42.2,19,45.1,2022-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310285MVU4810,POLAROID,IL,3,MVU,AZ,00,310285,3102850MVU00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,132.0,42.2,19,45.1,2022-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310285MVU4815,POLAROID,IL,3,MVU,AZ,00,310285,3102850MVU00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,132.0,42.2,19,45.1,2022-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310285MVU4820,POLAROID,IL,3,MVU,AZ,00,310285,3102850MVU00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,132.0,42.2,19,45.1,2022-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310285MVU4825,POLAROID,IL,3,MVU,AZ,00,310285,3102850MVU00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,132.0,42.2,19,45.1,2022-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310285MVU4830,POLAROID,IL,3,MVU,AZ,00,310285,3102850MVU00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,132.0,42.2,19,45.1,2022-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310292LHF5510,PRIVE' REVAUX,IL,U,LHF,BU,00,310292,3102920LHF00,WOMAN,WOMAN,INJECTED,INJECTED,55,145.0,38.8,17,48.0,2022-01-01,51.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310292LHF5515,PRIVE' REVAUX,IL,U,LHF,BU,00,310292,3102920LHF00,WOMAN,WOMAN,INJECTED,INJECTED,55,145.0,38.8,17,48.0,2022-01-01,51.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310292LHF5520,PRIVE' REVAUX,IL,U,LHF,BU,00,310292,3102920LHF00,WOMAN,WOMAN,INJECTED,INJECTED,55,145.0,38.8,17,48.0,2022-01-01,51.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310292LHF5525,PRIVE' REVAUX,IL,U,LHF,BU,00,310292,3102920LHF00,WOMAN,WOMAN,INJECTED,INJECTED,55,145.0,38.8,17,48.0,2022-01-01,51.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310292LHF5530,PRIVE' REVAUX,IL,U,LHF,BU,00,310292,3102920LHF00,WOMAN,WOMAN,INJECTED,INJECTED,55,145.0,38.8,17,48.0,2022-01-01,51.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310292LHF5535,PRIVE' REVAUX,IL,U,LHF,BU,00,310292,3102920LHF00,WOMAN,WOMAN,INJECTED,INJECTED,55,145.0,38.8,17,48.0,2022-01-01,51.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310293WR94810,PRIVE' REVAUX,IL,U,WR9,BW,00,310293,3102930WR900,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,49,146.0,42.1,19,50.10967741935484,2022-01-01,51.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310293WR94815,PRIVE' REVAUX,IL,U,WR9,BW,00,310293,3102930WR900,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,49,146.0,42.1,19,50.10967741935484,2022-01-01,51.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310293WR94820,PRIVE' REVAUX,IL,U,WR9,BW,00,310293,3102930WR900,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,49,146.0,42.1,19,50.10967741935484,2022-01-01,51.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310293WR94825,PRIVE' REVAUX,IL,U,WR9,BW,00,310293,3102930WR900,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,49,146.0,42.1,19,50.10967741935484,2022-01-01,51.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310293WR94830,PRIVE' REVAUX,IL,U,WR9,BW,00,310293,3102930WR900,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,49,146.0,42.1,19,50.10967741935484,2022-01-01,51.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310293WR94835,PRIVE' REVAUX,IL,U,WR9,BW,00,310293,3102930WR900,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,49,146.0,42.1,19,50.10967741935484,2022-01-01,51.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310302LHF5410,POLAROID,IL,3,LHF,BU,00,310302,3103020LHF00,MAN,MAN,INJECTED,INJECTED,54,138.0,33.0,17,36.1,2023-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310302LHF5415,POLAROID,IL,3,LHF,BU,00,310302,3103020LHF00,MAN,MAN,INJECTED,INJECTED,54,138.0,33.0,17,36.1,2023-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310302LHF5420,POLAROID,IL,3,LHF,BU,00,310302,3103020LHF00,MAN,MAN,INJECTED,INJECTED,54,138.0,33.0,17,36.1,2023-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310302LHF5425,POLAROID,IL,3,LHF,BU,00,310302,3103020LHF00,MAN,MAN,INJECTED,INJECTED,54,138.0,33.0,17,36.1,2023-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310302LHF5430,POLAROID,IL,3,LHF,BU,00,310302,3103020LHF00,MAN,MAN,INJECTED,INJECTED,54,138.0,33.0,17,36.1,2023-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310302PJP5410,POLAROID,IL,3,PJP,BL,00,310302,3103020PJP00,MAN,MAN,INJECTED,INJECTED,54,138.0,33.0,17,36.1,2023-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310302PJP5415,POLAROID,IL,3,PJP,BL,00,310302,3103020PJP00,MAN,MAN,INJECTED,INJECTED,54,138.0,33.0,17,36.1,2023-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310302PJP5420,POLAROID,IL,3,PJP,BL,00,310302,3103020PJP00,MAN,MAN,INJECTED,INJECTED,54,138.0,33.0,17,36.1,2023-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310302PJP5425,POLAROID,IL,3,PJP,BL,00,310302,3103020PJP00,MAN,MAN,INJECTED,INJECTED,54,138.0,33.0,17,36.1,2023-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310302PJP5430,POLAROID,IL,3,PJP,BL,00,310302,3103020PJP00,MAN,MAN,INJECTED,INJECTED,54,138.0,33.0,17,36.1,2023-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310303B3V5310,POLAROID,IL,3,B3V,VL,00,310303,3103030B3V00,WOMAN,WOMAN,INJECTED,INJECTED,53,134.0,38.2,15,41.0,2023-08-01,36.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310303B3V5315,POLAROID,IL,3,B3V,VL,00,310303,3103030B3V00,WOMAN,WOMAN,INJECTED,INJECTED,53,134.0,38.2,15,41.0,2023-08-01,36.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310303B3V5320,POLAROID,IL,3,B3V,VL,00,310303,3103030B3V00,WOMAN,WOMAN,INJECTED,INJECTED,53,134.0,38.2,15,41.0,2023-08-01,36.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310303B3V5325,POLAROID,IL,3,B3V,VL,00,310303,3103030B3V00,WOMAN,WOMAN,INJECTED,INJECTED,53,134.0,38.2,15,41.0,2023-08-01,36.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310303B3V5330,POLAROID,IL,3,B3V,VL,00,310303,3103030B3V00,WOMAN,WOMAN,INJECTED,INJECTED,53,134.0,38.2,15,41.0,2023-08-01,36.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310303PJP5310,POLAROID,IL,3,PJP,BL,00,310303,3103030PJP00,WOMAN,WOMAN,INJECTED,INJECTED,53,134.0,38.2,15,41.0,2023-08-01,36.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310303PJP5315,POLAROID,IL,3,PJP,BL,00,310303,3103030PJP00,WOMAN,WOMAN,INJECTED,INJECTED,53,134.0,38.2,15,41.0,2023-08-01,36.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310303PJP5320,POLAROID,IL,3,PJP,BL,00,310303,3103030PJP00,WOMAN,WOMAN,INJECTED,INJECTED,53,134.0,38.2,15,41.0,2023-08-01,36.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310303PJP5325,POLAROID,IL,3,PJP,BL,00,310303,3103030PJP00,WOMAN,WOMAN,INJECTED,INJECTED,53,134.0,38.2,15,41.0,2023-08-01,36.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310303PJP5330,POLAROID,IL,3,PJP,BL,00,310303,3103030PJP00,WOMAN,WOMAN,INJECTED,INJECTED,53,134.0,38.2,15,41.0,2023-08-01,36.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310315V815210,POLAROID,IL,3,V81,GY,00,310315,3103150V8100,UNISEX ADULT,UNISEX ADULT,METAL,METAL,52,133.7,42.5,19,43.5,2024-08-01,36.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310315V815215,POLAROID,IL,3,V81,GY,00,310315,3103150V8100,UNISEX ADULT,UNISEX ADULT,METAL,METAL,52,133.7,42.5,19,43.5,2024-08-01,36.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310315V815220,POLAROID,IL,3,V81,GY,00,310315,3103150V8100,UNISEX ADULT,UNISEX ADULT,METAL,METAL,52,133.7,42.5,19,43.5,2024-08-01,36.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310315V815225,POLAROID,IL,3,V81,GY,00,310315,3103150V8100,UNISEX ADULT,UNISEX ADULT,METAL,METAL,52,133.7,42.5,19,43.5,2024-08-01,36.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310315V815230,POLAROID,IL,3,V81,GY,00,310315,3103150V8100,UNISEX ADULT,UNISEX ADULT,METAL,METAL,52,133.7,42.5,19,43.5,2024-08-01,36.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310316V815210,POLAROID,IL,3,V81,GY,00,310316,3103160V8100,UNISEX ADULT,UNISEX ADULT,METAL,METAL,52,139.3,46.5,23,47.5,2024-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310316V815215,POLAROID,IL,3,V81,GY,00,310316,3103160V8100,UNISEX ADULT,UNISEX ADULT,METAL,METAL,52,139.3,46.5,23,47.5,2024-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310316V815220,POLAROID,IL,3,V81,GY,00,310316,3103160V8100,UNISEX ADULT,UNISEX ADULT,METAL,METAL,52,139.3,46.5,23,47.5,2024-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310316V815225,POLAROID,IL,3,V81,GY,00,310316,3103160V8100,UNISEX ADULT,UNISEX ADULT,METAL,METAL,52,139.3,46.5,23,47.5,2024-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310316V815230,POLAROID,IL,3,V81,GY,00,310316,3103160V8100,UNISEX ADULT,UNISEX ADULT,METAL,METAL,52,139.3,46.5,23,47.5,2024-08-01,36.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310327C9A5510,POLAROID,IL,3,C9A,RD,00,310327,3103270C9A00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,55,138.5,38.7,14,41.6,2025-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310327C9A5515,POLAROID,IL,3,C9A,RD,00,310327,3103270C9A00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,55,138.5,38.7,14,41.6,2025-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310327C9A5520,POLAROID,IL,3,C9A,RD,00,310327,3103270C9A00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,55,138.5,38.7,14,41.6,2025-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310327C9A5525,POLAROID,IL,3,C9A,RD,00,310327,3103270C9A00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,55,138.5,38.7,14,41.6,2025-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310327C9A5530,POLAROID,IL,3,C9A,RD,00,310327,3103270C9A00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,55,138.5,38.7,14,41.6,2025-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310327PJP5510,POLAROID,IL,3,PJP,BL,00,310327,3103270PJP00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,55,138.5,38.7,14,41.6,2025-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310327PJP5515,POLAROID,IL,3,PJP,BL,00,310327,3103270PJP00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,55,138.5,38.7,14,41.6,2025-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310327PJP5520,POLAROID,IL,3,PJP,BL,00,310327,3103270PJP00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,55,138.5,38.7,14,41.6,2025-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310327PJP5525,POLAROID,IL,3,PJP,BL,00,310327,3103270PJP00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,55,138.5,38.7,14,41.6,2025-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310327PJP5530,POLAROID,IL,3,PJP,BL,00,310327,3103270PJP00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,55,138.5,38.7,14,41.6,2025-08-01,36.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310328FMP5110,POLAROID,IL,3,FMP,YL,00,310328,3103280FMP00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,51,138.0,41.6,19,44.7,2025-08-01,36.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310328FMP5115,POLAROID,IL,3,FMP,YL,00,310328,3103280FMP00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,51,138.0,41.6,19,44.7,2025-08-01,36.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
310328FMP5120,POLAROID,IL,3,FMP,YL,00,310328,3103280FMP00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,51,138.0,41.6,19,44.7,2025-08-01,36.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
