Material,Shape Macro,Granular Shape,FlatTop_FlatTop_1,FlatTop_Confidence_1,browline_browline_1,browline_Confidence_1,bridge_Bridge_1,bridge_Confidence_1,LENS_BASE_DES,RIM_TYPE_DES
208091,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208092,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208093,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208094,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208095,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208096,Rectangular,Rectangular Bold,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208097,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208098,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208099,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208100,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208101,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208102,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208103,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208104,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208114,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
208115,Square,Square,NoFlatTop,1.0,Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208116,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208117,Oval,Oval,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208118,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208119,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208120,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208121,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208122,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208123,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208124,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208125,Rectangular Flat Top,Rectangular Flat Top,FlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
208126,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208127,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208128,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
208129,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208130,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208131,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208132,Cat Eye,Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208133,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208134,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208135,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208136,Cat Eye,Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208137,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208139,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208140,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208141,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208142,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208145,Square db,Square db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208146,Pilot,Pilot,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208147,Oval,Oval,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208151,Rectangular Flat Top,Rectangular Flat Top,FlatTop,1.0,No Browline,1.0,Mask,1.0,BASE 4 SPHERICAL,FULL RIM
208152,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
208153,Rectangular,Rectangular Active,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
208154,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 6 SPHERICAL,FULL RIM
208155,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 6 SPHERICAL,FULL RIM
208156,Rectangular,Rectangular Active,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,HALF RIM
208157,Mask,Mask,NoFlatTop,1.0,No Browline,1.0,Mask,1.0,BASE 5 CYLINDRIC,FULL RIM
208158,Rectangular,Rectangular Bold,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208159,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208161,Cat Eye,Cat Eye Roundish,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208162,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208163,Rectangular,Rectangular Round,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
208164,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208165,Butterfly,Butterfly,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208167,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208171,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208172,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,RIMLESS
208173,Rectangular Flat Top,Rectangular Flat Top,FlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208174,Rectangular Flat Top,Rectangular Flat Top,FlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208175,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208176,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
208177,Cat Eye,Cat Eye Narrow,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
208182,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208183,Rectangular,Rectangular Bold,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208184,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208185,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208186,Oval,Oval,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208192,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 2 SPHERICAL,FULL RIM
208193,Square db,Square db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 2 SPHERICAL,FULL RIM
208194,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 0 SPHERICAL,FULL RIM
208195,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 0 SPHERICAL,FULL RIM
208196,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 0 SPHERICAL,FULL RIM
208197,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 0 SPHERICAL,FULL RIM
208198,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 0 SPHERICAL,FULL RIM
208199,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208200,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208201,Pilot,Pilot,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208202,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208203,Rectangular,Rectangular Bold,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208204,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208205,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208206,Oval,Oval,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208207,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208208,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208209,Cat Eye,Cat Eye Roundish,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208210,Rectangular,Rectangular Bold,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208211,Oval,Oval,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208212,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208213,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208214,Oval,Oval,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208215,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208216,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208219,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208220,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208221,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208222,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208223,Rectangular Geometrical,Rectangular Hex,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208224,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208225,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208227,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208228,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208229,Oval,Oval,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208230,Cat Eye,Cat Eye Narrow,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208231,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208232,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208233,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208234,Cat Eye,Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208235,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208236,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 6 SPHERICAL,FULL RIM
208237,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 6 SPHERICAL,HALF RIM
208238,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
208239,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208240,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208241,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 2 SPHERICAL,FULL RIM
208242,Square db,Square db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 2 SPHERICAL,FULL RIM
208243,Oval,Oval,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208244,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208245,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208246,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208247,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 0 SPHERICAL,FULL RIM
208248,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 0 SPHERICAL,FULL RIM
208249,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 0 SPHERICAL,FULL RIM
208250,Cat Eye,Cat Eye Roundish,,,No Browline,1.0,Single,1.0,BASE 0 SPHERICAL,FULL RIM
208251,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 0 SPHERICAL,FULL RIM
208252,Rectangular,Rectangular Round,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208253,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 6 SPHERICAL,FULL RIM
208254,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208255,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208256,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208257,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208258,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208259,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208260,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208261,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208262,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208263,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208264,Oval,Oval,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208265,Cat Eye,Cat Eye Narrow,,,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208266,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208267,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208268,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208269,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208270,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208271,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208272,Mask,Mask,NoFlatTop,1.0,No Browline,1.0,Mask,1.0,BASE 5 CYLINDRIC,FULL RIM
208273,Cat Eye,Cat Eye Narrow,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208274,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208275,Rectangular,Rectangular Bold,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208276,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208277,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208278,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208279,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208280,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208281,Oval,Oval,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208282,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208283,Rectangular Flat Top,Rectangular Flat Top,FlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,RIMLESS
208284,Mask,Mask,NoFlatTop,1.0,No Browline,1.0,Mask,1.0,BASE 5 CYLINDRIC,FULL RIM
208285,Rectangular Flat Top,Rectangular Flat Top,FlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208286,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208287,Cat Eye,Cat Eye Narrow,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208288,Cat Eye,Cat Eye Narrow,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208289,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208290,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208291,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208292,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208293,Rectangular,Rectangular Active,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208294,Rectangular,Rectangular Active,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208295,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208296,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208297,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208298,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208299,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208300,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208301,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208302,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208303,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208304,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208305,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208306,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208308,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208309,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208310,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208311,Mask,Mask,,,Half Rim,1.0,Mask,1.0,,HALF RIM
208312,Rectangular,Rectangular Active,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
208313,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208314,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208315,Rectangular Flat Top,Rectangular Flat Top,FlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208316,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208317,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208319,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208320,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208322,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208323,Cat Eye,Cat Eye Narrow,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208324,Mask,Mask,NoFlatTop,1.0,No Browline,1.0,Mask,1.0,BASE 3 CYLINDRIC,FULL RIM
208325,Rectangular,Shield Normangular,NoFlatTop,1.0,No Browline,1.0,Mask,1.0,BASE 4 SPHERICAL,FULL RIM
208326,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 6 SPHERICAL,FULL RIM
208327,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208328,Round Geometrical,Round Geometrical,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208329,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208330,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208331,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208338,Oval,Rectangular Oval,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208339,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208340,Pilot,Pilot,,,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208341,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208342,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208343,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208344,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208345,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208346,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
208347,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208348,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208350,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
208351,Navigator,Navigator,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208352,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,RIMLESS
208353,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
208354,Rectangular Flat Top,Rectangular Flat Top,FlatTop,1.0,No Browline,1.0,Mask,1.0,BASE 2 SPHERICAL,FULL RIM
208355,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 2 SPHERICAL,FULL RIM
